EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
OCROLUS INC	MACHINE LEARNING ENGINEER	178000.0	NEW YORK, NY	04/20/2022	10/01/2022
CALICO LIFE SCIENCES LLC	MACHINE LEARNING ENGINEER	179000.0	SOUTH SAN FRANCISCO, CA	06/01/2022	09/10/2022
LEVI STRAUSS & CO	MACHINE LEARNING ENGINEER	180000.0	SAN FRANCISCO, CA	07/28/2022	08/08/2022
QUINSTREET INC	MACHINE LEARNING ENGINEER	180000.0	ARLINGTON, TX	08/23/2022	09/01/2022
POSTMATES INC	MACHINE LEARNING ENGINEER	180000.0	SAN FRANCISCO, CA	12/02/2019	12/10/2019
CRUISE LLC	MACHINE LEARNING ENGINEER	180000.0	SAN FRANCISCO, CA	01/07/2021	01/18/2021
SNORKEL AI INC	MACHINE LEARNING ENGINEER	180000.0	PALO ALTO, CA	07/26/2021	08/30/2021
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	180000.0	SAN FRANCISCO, CA	11/16/2018	05/18/2019
LENDBUZZ INC	MACHINE LEARNING ENGINEER	180000.0	BOSTON, MA	04/17/2020	10/01/2020
MOVEWORKS INC	MACHINE LEARNING ENGINEER	180000.0	IRVINE, CA	06/01/2021	06/01/2021
CSS PAYROLL CO LP	MACHINE LEARNING ENGINEER	180000.0	CEDAR PARK, TX	03/29/2021	04/12/2021
PANDION INC	MACHINE LEARNING ENGINEER	180000.0	BERKLEY, CA	09/10/2021	10/11/2021
PANDION INC	MACHINE LEARNING ENGINEER	180000.0	BERKLEY, CA	09/16/2021	10/11/2021
ESPRESSIVE INC	MACHINE LEARNING ENGINEER	180000.0	SANTA CLARA, CA	01/02/2020	01/10/2020
CHIME FINANCIAL INC	MACHINE LEARNING ENGINEER	180000.0	SAN FRANCISCO, CA	06/16/2021	07/01/2021
CURAI INC	MACHINE LEARNING ENGINEER	180000.0	PALO ALTO, CA	08/31/2018	09/14/2018
PELOTON INTERACTIVE INC	MACHINE LEARNING ENGINEER	180000.0	FOREST HILLS, NY	06/20/2020	06/29/2020
CHIME FINANCIAL INC	MACHINE LEARNING ENGINEER	180000.0	SAN FRANCISCO, CA	05/30/2019	06/17/2019
STANDARD COGNITION CORP	MACHINE LEARNING ENGINEER	180000.0	BURLINGTON, MA	10/06/2021	10/25/2021
SALESFORCE INC	MACHINE LEARNING ENGINEER	180000.0	BELLEVUE, WA	04/01/2022	04/04/2022
SALESFORCE INC	MACHINE LEARNING ENGINEER	180000.0	BELLEVUE, WA	04/04/2022	04/04/2022
LATTICE SEMICONDUCTOR CORPORATION	MACHINE LEARNING ENGINEER	180000.0	SAN JOSE, CA	04/20/2022	05/31/2022
MOVEWORKS INC	MACHINE LEARNING ENGINEER	180000.0	IRVINE, CA	07/16/2021	07/21/2021
BAIDU USA LLC	MACHINE LEARNING ENGINEER	181668.0	SUNNYVALE, CA	03/21/2018	08/27/2018
ONELOOK INC	MACHINE LEARNING ENGINEER	182000.0	SALT LAKE CITY, UT	12/21/2021	01/04/2022
NEXTDOOR INC	MACHINE LEARNING ENGINEER	182000.0	SAN FRANCISCO, CA	04/26/2022	09/07/2022
MICRON TECHNOLOGY INC	MACHINE LEARNING ENGINEER	182662.0	SAN JOSE, CA	06/14/2022	11/12/2022
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	182900.0	CAMBRIDGE, MA	07/29/2021	01/10/2022
BLOCK INC	MACHINE LEARNING ENGINEER	183000.0	NEW YORK, NY	09/08/2022	01/13/2023
JDCOM AMERICAN TECHNOLOGIES CORPORATION	MACHINE LEARNING ENGINEER	183600.0	MOUNTAIN VIEW, CA	04/17/2020	10/01/2020
QUINSTREET INC	MACHINE LEARNING ENGINEER	183750.0	FOSTER CITY, CA	05/18/2022	09/10/2022
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	184080.0	SAN JOSE, CA	10/07/2021	10/18/2021
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	184900.0	CAMBRIDGE, MA	03/07/2022	09/01/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	185000.0	SEATTLE, WA	07/13/2022	01/12/2023
MATCHCOM LLC	MACHINE LEARNING ENGINEER	185000.0	PALO ALTO, CA	06/12/2019	06/14/2019
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	185000.0	SAN FRANCISCO, CA	10/23/2018	11/26/2018
ESPRESSIVE INC	MACHINE LEARNING ENGINEER	185000.0	SANTA CLARA, CA	09/16/2020	02/27/2021
BYTEDANCE INC	MACHINE LEARNING ENGINEER	185000.0	MOUNTAIN VIEW, CA	04/10/2022	10/01/2022
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	185000.0	SAN FRANCISCO, CA	04/21/2022	10/01/2022
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	185000.0	SAN FRANCISCO, CA	04/25/2022	10/01/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	185000.0	SEATTLE, WA	07/20/2022	01/12/2023
COMPASS MANAGEMENT HOLDINGS LLC	MACHINE LEARNING ENGINEER	185512.0	SEATTLE, WA	08/22/2022	01/27/2023
DROPBOX INC	MACHINE LEARNING ENGINEER	187000.0	SAN FRANCISCO, CA	02/07/2022	08/02/2022
DROPBOX INC	MACHINE LEARNING ENGINEER	187000.0	98104, WA	07/20/2022	08/03/2022
DOCUSIGN INC	MACHINE LEARNING ENGINEER	187376.0	SAN FRANCISCO, CA	06/06/2022	10/01/2022
NEXTDOOR INC	MACHINE LEARNING ENGINEER	188000.0	SAN FRANCISCO, CA	05/11/2022	06/06/2022
CONTEXTLOGIC INC DBA WISH	MACHINE LEARNING ENGINEER	190000.0	FERNDALE, WA	08/11/2022	08/29/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	190000.0	SEATTLE, WA	08/17/2021	09/06/2021
QUALTRICS LLC	MACHINE LEARNING ENGINEER	190000.0	SEATTLE, WA	11/20/2019	01/13/2020
THREDUP INC	MACHINE LEARNING ENGINEER	190000.0	OAKLAND, CA	02/26/2021	03/05/2021
MICROSOFT CORPORATION	MACHINE LEARNING ENGINEER	190000.0	ALPHARETTA, GA	04/26/2022	05/03/2022
MICROSOFT CORPORATION	MACHINE LEARNING ENGINEER	190000.0	ALPHARETTA, GA	04/29/2022	05/05/2022
SCRIBD INC	MACHINE LEARNING ENGINEER	195000.0	SAN FRANCISCO, CA	10/14/2019	11/04/2019
HYPER LABS INC	MACHINE LEARNING ENGINEER	195000.0	NEW YORK, NY	04/06/2020	10/02/2020
SIXGILL LLC	MACHINE LEARNING ENGINEER	195000.0	PORTLAND, OR	03/04/2022	03/14/2022
BLOCK INC	MACHINE LEARNING ENGINEER	195000.0	SAN FRANCISCO, CA	05/24/2022	06/13/2022
BYTEDANCE INC	MACHINE LEARNING ENGINEER	198000.0	MOUNTAIN VIEW, CA	09/02/2021	10/01/2021
LANDING AI (US) CORP	MACHINE LEARNING ENGINEER	200000.0	PALO ALTO, CA	07/09/2021	07/19/2021
BUTTERFLY NETWORK INC	MACHINE LEARNING ENGINEER	200000.0	CAMBRIDGE, MA	08/17/2021	10/04/2021
GRAMMARLY INC	MACHINE LEARNING ENGINEER	200000.0	NEW YORK, NY	08/25/2021	09/06/2021
GRAMMARLY INC	MACHINE LEARNING ENGINEER	200000.0	SAN FRANCISCO, CA	03/25/2020	03/30/2020
STANDARD COGNITION CORP	MACHINE LEARNING ENGINEER	200000.0	SAN FRANCISCO, CA	05/12/2021	06/01/2021
SOTHEBY'S INC	MACHINE LEARNING ENGINEER	200000.0	NEW YORK, NY	03/20/2018	09/19/2018
LIFTOFF MOBILE INC	MACHINE LEARNING ENGINEER	200000.0	NEW YORK, NY	11/01/2021	11/05/2021
CONSUMER EDGE INSIGHT LLC	MACHINE LEARNING ENGINEER	200000.0	SUNNYVALE, CA	05/03/2022	05/23/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	203400.0	SUNNYVALE, CA	07/26/2021	07/30/2021
MILEIQ INC	MACHINE LEARNING ENGINEER	207000.0	TUSTIN, CA	05/19/2022	06/01/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	207300.0	SAN FRANCISCO, CA	03/29/2022	04/05/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	207500.0	SEATTLE, WA	05/20/2022	07/11/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	207500.0	SEATTLE, WA	05/23/2022	06/01/2022
ASAPP INC	MACHINE LEARNING ENGINEER	208202.0	MOUNTAIN VIEW, CA	10/06/2021	01/10/2022
LEV INC	MACHINE LEARNING ENGINEER	210000.0	NEW YORK, NY	08/11/2021	08/23/2021
UNIFYID INC	MACHINE LEARNING ENGINEER	210000.0	SAN FRANCISCO, CA	03/26/2018	09/24/2018
DROPBOX INC	MACHINE LEARNING ENGINEER	210000.0	SAN FRANCISCO, CA	03/11/2022	08/26/2022
DROPBOX INC	MACHINE LEARNING ENGINEER	210000.0	SAN FRANCISCO, CA	03/15/2022	08/11/2022
WERIDE CORP	MACHINE LEARNING ENGINEER	210000.0	SAN JOSE, CA	04/23/2022	05/16/2022
CRUISE LLC	MACHINE LEARNING ENGINEER	210000.0	BELLEVUE, WA	05/06/2022	10/01/2022
NEXTDOOR INC	MACHINE LEARNING ENGINEER	214000.0	SAN FRANCISCO, CA	04/04/2022	09/21/2022
QUALTRICS LLC	MACHINE LEARNING ENGINEER	215000.0	SEATTLE, WA	05/17/2021	07/05/2021
QUALTRICS LLC	MACHINE LEARNING ENGINEER	215000.0	SAN FRANCISCO, CA	09/13/2022	09/20/2022
MOVEWORKS INC	MACHINE LEARNING ENGINEER	215000.0	MOUNTAIN VIEW, CA	12/14/2021	01/10/2022
MOVEWORKS INC	MACHINE LEARNING ENGINEER	225000.0	SAN FRANCISCO, CA	03/31/2022	04/25/2022
OMNIML INC	MACHINE LEARNING ENGINEER	225000.0	SAN JOSE, CA	04/07/2022	05/01/2022
MOVEWORKS INC	MACHINE LEARNING ENGINEER	225000.0	SAN FRANCISCO, CA	06/16/2022	06/17/2022
LMI INC	MACHINE LEARNING ENGINEER	230000.0	REDWOOD CITY, CA	07/08/2022	07/25/2022
WAYVE TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	240000.0	MOUNTAIN VIEW, CA	05/06/2022	05/15/2022
MOVEWORKS INC	MACHINE LEARNING ENGINEER	250000.0	MOUNTAIN VIEW, CA	12/09/2021	01/03/2022
HYPER LABS INC	MACHINE LEARNING ENGINEER	260000.0	NEW YORK, NY	02/07/2022	08/09/2022
STITCH FIX INC	MACHINE LEARNING ENGINEER	268000.0	SAN FRANCISCO, CA	02/28/2022	03/14/2022
STITCH FIX INC	MACHINE LEARNING ENGINEER	268000.0	SAN FRANCISCO, CA	03/09/2022	03/14/2022
TRM LABS INC	MACHINE LEARNING ENGINEER	275000.0	SAN FRANCISCO, CA	12/16/2021	01/17/2022
BYTEDANCE INC	MACHINE LEARNING ENGINEER	280000.0	MOUNTAIN VIEW, CA	05/24/2022	05/31/2022
ABRIDGE AI INC	MACHINE LEARNING RESEARCHER	73341.0	PITTSBURGH, PA	03/06/2019	09/05/2019
KEYSIGHT TECHNOLOGIES INC	MACHINE LEARNING RESEARCHER	87526.0	ATLANTA, GA	03/13/2018	09/11/2018
BATTELLE MEMORIAL INSTITUTE	MACHINE LEARNING RESEARCHER	95000.0	MORGANTOWN, WV	03/17/2020	05/04/2020
ALTISOURCE SOLUTIONS INC	MACHINE LEARNING RESEARCHER	100800.0	BOSTON, MA	03/15/2017	09/14/2017
ALTISOURCE SOLUTIONS INC	MACHINE LEARNING RESEARCHER	100880.0	BOSTON, MA	03/07/2018	09/05/2018
GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER	MACHINE LEARNING RESEARCHER	102000.0	NISKAYUNA, NY	02/25/2015	08/19/2015
BMW TECHNOLOGY CORPORATION	MACHINE LEARNING RESEARCHER	108000.0	CHICAGO, IL	02/13/2017	08/13/2017
GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER	MACHINE LEARNING RESEARCHER	116500.0	NISKAYUNA, NY	02/05/2018	08/06/2018
ALIENVAULT INC	MACHINE LEARNING RESEARCHER	125000.0	AUSTIN, TX	02/21/2018	02/21/2018
ALIENVAULT INC	MACHINE LEARNING RESEARCHER	125000.0	AUSTIN, TX	04/10/2018	04/11/2018
GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER	MACHINE LEARNING RESEARCHER	125000.0	SAN RAMON, CA	03/06/2015	09/03/2015
ELITE HRV INC	MACHINE LEARNING RESEARCHER	125000.0	NEW YORK, NY	06/06/2022	10/01/2022
GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER	MACHINE LEARNING RESEARCHER	129100.0	SAN RAMON, CA	05/24/2016	05/31/2016
USENS INC	MACHINE LEARNING RESEARCHER	130000.0	SAN JOSE, CA	05/16/2018	05/30/2018
BMW TECHNOLOGY CORPORATION	MACHINE LEARNING RESEARCHER	130000.0	CHICAGO, IL	03/18/2019	09/17/2019
GENERAL ELECTRIC COMPANY	MACHINE LEARNING RESEARCHER	132000.0	NISKAYUNA, NY	02/26/2021	08/14/2021
GENERAL ELECTRIC COMPANY	MACHINE LEARNING RESEARCHER	132000.0	NISKAYUNA, NY	03/03/2020	08/01/2020
GENERAL ELECTRIC COMPANY	MACHINE LEARNING RESEARCHER	132000.0	NISKAYUNA, NY	03/09/2020	08/01/2020
GENERAL ELECTRIC COMPANY	MACHINE LEARNING RESEARCHER	136600.0	NISKAYUNA, NY	02/28/2022	08/20/2022
VIMEO INC	MACHINE LEARNING RESEARCHER	140000.0	NEW YORK, NY	03/14/2019	09/06/2019
REDWOOD RESEARCH GROUP INC	MACHINE LEARNING RESEARCHER	140000.0	BERKELEY, CA	01/14/2022	02/15/2022
REDWOOD RESEARCH GROUP INC	MACHINE LEARNING RESEARCHER	140000.0	BERKELEY, CA	01/14/2022	02/15/2022
BENEVOLENT TECHNOLOGY INC	MACHINE LEARNING RESEARCHER	147500.0	BROOKLYN, NY	08/12/2020	08/19/2020
CUBIST SYSTEMATIC STRATEGIES LLC	MACHINE LEARNING RESEARCHER	160534.0	NEW YORK, NY	07/15/2020	07/27/2020
TWITTER INC	MACHINE LEARNING RESEARCHER	164800.0	CHICAGO, IL	08/10/2021	11/07/2021
GENERAL ELECTRIC COMPANY	MACHINE LEARNING RESEARCHER	165025.0	SAN RAMON, CA	11/19/2015	04/08/2016
REDWOOD RESEARCH GROUP INC	MACHINE LEARNING RESEARCHER	230000.0	BERKELEY, CA	06/16/2022	07/11/2022
KEYSIGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER 1	96595.0	CHANTILLY, VA	03/11/2020	09/08/2020
OMNISCIENCE CORPORATION	MACHINE LEARNING ENGINEER 1	108784.0	PALO ALTO, CA	05/08/2020	10/01/2020
IQVIA INC	MACHINE LEARNING ENGINEER 2	68037.0	PLYMOUTH MEETINGS, PA	03/12/2018	09/06/2018
IQVIA INC	MACHINE LEARNING ENGINEER 2	68037.0	PLYMOUTH MEETINGS, PA	03/26/2018	09/06/2018
IQVIA INC	MACHINE LEARNING ENGINEER 2	70700.0	PLYMOUTH MEETING, PA	03/12/2018	08/09/2018
IQVIA INC	MACHINE LEARNING ENGINEER 2	74880.0	PLYMOUTH MEETING, PA	03/05/2018	09/03/2018
IQVIA INC	MACHINE LEARNING ENGINEER 2	74880.0	PLYMOUTH MEETING, PA	03/08/2018	09/05/2018
IQVIA INC	MACHINE LEARNING ENGINEER 2	85000.0	PLYMOUTH MEETING, PA	03/07/2018	08/09/2018
IQVIA INC	MACHINE LEARNING ENGINEER 2	85000.0	PLYMOUTH MEETING, PA	02/26/2018	08/09/2018
IQVIA INC	MACHINE LEARNING ENGINEER 2	91600.0	PLYMOUTH MEETING, PA	03/10/2020	08/29/2020
KEYSIGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER 2	96595.0	CHANTILLY, VA	02/06/2020	08/06/2020
KEYSIGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER 2	97406.0	SOUTH RIDING, VA	02/09/2021	08/02/2021
KEYSIGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER 2	97406.0	SOUTH RIDING, VA	02/04/2021	07/27/2021
IQVIA INC	MACHINE LEARNING ENGINEER 2	98000.0	CAMBRIDGE, MA	03/10/2020	09/03/2020
IQVIA INC	MACHINE LEARNING ENGINEER 2	98000.0	CAMBRIDGE, MA	03/10/2020	09/03/2020
INNOPEAK TECHNOLOGY INC	MACHINE LEARNING ENGINEER 2	98010.0	BELLEVUE, WA	05/26/2021	10/01/2021
KEYSIGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER 2	110240.0	CHANTILLY, VA	07/13/2022	08/01/2022
PAYPAL INC	MACHINE LEARNING ENGINEER 2	138000.0	SAN JOSE, CA	05/03/2022	10/01/2022
TRUECAR INC	MACHINE LEARNING ENGINEER 2	150000.0	SANTA MONICA, CA	03/20/2021	09/04/2021
SOLVUS GLOBAL LLC	MACHINE LEARNING ENGINEER II	82000.0	WORCESTER, MA	05/05/2022	07/26/2022
MOTIONAL AD INC	MACHINE LEARNING ENGINEER II	86278.0	SANTA MONICA, CA	03/04/2021	09/03/2021
MOTIONAL AD INC	MACHINE LEARNING ENGINEER II	86278.0	SANTA MONICA, CA	03/08/2021	09/05/2021
MOTIONAL AD INC	MACHINE LEARNING ENGINEER II	86278.0	SANTA MONICA, CA	03/19/2021	09/14/2021
BASTIAN SOLUTIONS LLC	MACHINE LEARNING ENGINEER II	90000.0	BOISE, ID	05/24/2021	10/01/2021
BASTIAN SOLUTIONS LLC	MACHINE LEARNING ENGINEER II	90000.0	BOISE, ID	05/24/2021	10/01/2021
BOSE CORPORATION	MACHINE LEARNING ENGINEER II	96242.0	FRAMINGHAM, MA	09/16/2020	10/01/2020
STARKEY LABORATORIES INC	MACHINE LEARNING ENGINEER II	98056.0	EDEN PRAIRIE, MN	03/16/2021	03/22/2021
BOSE CORPORATION	MACHINE LEARNING ENGINEER II	100027.0	FRAMINGHAM, MA	03/27/2020	07/14/2020
STARKEY LABORATORIES INC	MACHINE LEARNING ENGINEER II	101192.0	EDEN PRAIRIE, MN	09/07/2021	09/07/2021
MILWAUKEE ELECTRIC TOOL CORPORATION	MACHINE LEARNING ENGINEER II	102000.0	BROOKFIELD, WI	05/05/2022	10/01/2022
TELADOC HEALTH INC	MACHINE LEARNING ENGINEER II	104291.0	MOUNTAIN VIEW, CA	03/01/2022	08/11/2022
WORKDAY INC	MACHINE LEARNING ENGINEER II	105000.0	BOULDER, CO	02/09/2021	08/10/2021
TELETRACKING TECHNOLOGIES INC	MACHINE LEARNING ENGINEER II	108000.0	PITTSBURGH, PA	03/12/2021	08/31/2021
ROCK CENTRAL LLC	MACHINE LEARNING ENGINEER II	110000.0	DETROIT, MI	09/12/2022	09/26/2022
STARKEY LABORATORIES INC	MACHINE LEARNING ENGINEER II	120000.0	VANCOUVER, WA	04/24/2020	10/01/2020
TELADOC HEALTH INC	MACHINE LEARNING ENGINEER II	120000.0	AUSTIN, TX	05/24/2022	06/06/2022
TELADOC HEALTH INC	MACHINE LEARNING ENGINEER II	120000.0	LEWISVILLE, TX	07/20/2022	07/25/2022
INSITRO INC	MACHINE LEARNING ENGINEER II	121000.0	SOUTH SAN FRANCISCO, CA	02/13/2020	08/14/2020
INSITRO INC	MACHINE LEARNING ENGINEER II	121000.0	SOUTH SAN FRANCISCO, CA	02/13/2020	08/14/2020
INSITRO INC	MACHINE LEARNING ENGINEER II	121000.0	SOUTH SAN FRANCISCO, CA	02/18/2020	08/14/2020
INSITRO INC	MACHINE LEARNING ENGINEER II	121000.0	SOUTH SAN FRANCISCO, CA	02/18/2020	08/14/2020
ZULILY LLC	MACHINE LEARNING ENGINEER II	125000.0	SEATTLE, WA	09/26/2017	10/01/2017
NAVY FEDERAL CREDIT UNION	MACHINE LEARNING ENGINEER II	127500.0	VIENNA, VA	05/03/2021	05/17/2021
JAMES R GLIDEWELL DENTAL CERAMICS INC	MACHINE LEARNING ENGINEER II	128000.0	IRVINE, CA	11/03/2021	11/15/2021
INTERACTIVE COMMUNICATIONS INTERNATIONAL INC	MACHINE LEARNING ENGINEER II	130000.0	ROLLING MEADOWS, IL	06/01/2022	07/04/2022
BIGCOMMERCE INC	MACHINE LEARNING ENGINEER II	138500.0	SAN FRANCISCO, CA	12/07/2021	01/10/2022
ESHARES INC	MACHINE LEARNING ENGINEER II	150000.0	SANTA CLARA, CA	08/24/2022	09/01/2022
TWITTER INC	MACHINE LEARNING ENGINEER II	150000.0	SAN FRANCISCO, CA	09/07/2018	09/17/2018
COURSE HERO INC	MACHINE LEARNING ENGINEER II	151000.0	REDWOOD CITY, CA	12/28/2017	01/08/2018
REDFIN CORPORATION	MACHINE LEARNING ENGINEER II	151500.0	SEATTLE, WA	03/25/2022	08/15/2022
TWITTER INC	MACHINE LEARNING ENGINEER II	155000.0	SAN FRANCISCO, CA	02/12/2019	08/04/2019
DISCOVERY COMMUNICATIONS LLC	MACHINE LEARNING ENGINEER II	162510.0	BELLEVUE, WA	05/11/2022	10/01/2022
PATHAI INC	MACHINE LEARNING ENGINEER II	163000.0	BOSTON, MA	10/13/2021	10/13/2021
QUALTRICS LLC	MACHINE LEARNING ENGINEER II	165000.0	SEATTLE, WA	02/08/2022	03/07/2022
PATHAI INC	MACHINE LEARNING ENGINEER II	166000.0	BOSTON, MA	02/10/2021	02/22/2021
TWITTER INC	MACHINE LEARNING ENGINEER II	167000.0	SAN FRANCISCO, CA	04/11/2021	10/01/2021
INFORMATICA LLC	AI ML ENGINEER	67995.0	TEMPE, AZ	03/08/2022	08/29/2022
SYNTHETAIC INC	AI ML ENGINEER	73000.0	DELAFIELD, WI	08/18/2021	10/01/2021
FORD MOTOR COMPANY	AI ML ENGINEER	75420.0	FARMINGTON HILLS, MI	03/03/2022	08/19/2022
FORD MOTOR COMPANY	AI ML ENGINEER	75420.0	BATH, MI	03/10/2022	08/19/2022
IMBELLUS INC	AI ML ENGINEER	80000.0	LOS ANGELES, CA	03/05/2019	09/01/2019
FORD MOTOR COMPANY	AI ML ENGINEER	86100.0	NOVI, MI	09/09/2021	10/18/2021
PRODAPT NORTH AMERICA	AI ML ENGINEER	87173.0	BROOMFIELD, CO	04/10/2019	04/22/2019
SYNTHETAIC INC	AI ML ENGINEER	90500.0	DELAFIELD, WI	09/16/2021	10/01/2021
AI RANDOMTREES LLC	AI ML ENGINEER	92685.0	HOUSTON, TX	05/25/2022	10/01/2022
SYSTEM SOFT TECHNOLOGIES LLC	AI ML ENGINEER	93600.0	PLANO, TX	06/18/2021	10/01/2021
NEXT GEN SOFTWARE SOLUTIONS LLC	AI ML ENGINEER	95264.0	PITTSBURGH, PA	06/16/2021	10/01/2021
INFORMATICA LLC	AI ML ENGINEER	98779.0	REDWOOD CITY, CA	03/08/2022	08/29/2022
FORD MOTOR COMPANY	AI ML ENGINEER	102900.0	PLYMOUTH, MI	11/17/2021	12/13/2021
INSURANCE SERVICES OFFICE INC	AI ML ENGINEER	110000.0	JERSEY CITY, NJ	03/01/2019	08/31/2019
INSURANCE SERVICES OFFICE INC	AI ML ENGINEER	115000.0	JERSEY CITY, NJ	03/21/2019	09/14/2019
INSURANCE SERVICES OFFICE INC	AI ML ENGINEER	120000.0	JERSEY CITY, NJ	03/01/2019	08/30/2019
INSURANCE SERVICES OFFICE INC	AI ML ENGINEER	126690.0	JERSEY CITY, NJ	03/10/2022	08/31/2022
INFORMATICA LLC	AI ML ENGINEER	130894.0	SUNNYVALE, CA	02/24/2022	08/17/2022
TURNBERRY SOLUTIONS INC	AI ML ENGINEER	160000.0	PITTSBURGH, PA	07/22/2021	08/02/2021
TIGEREYE LABS INC	AI ML ENGINEER	200000.0	SAN DIEGO, CA	06/11/2022	06/20/2022
