EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
SYNDIGO LLC	MACHINE LEARNING ENGINEER	120000.0	CHICAGO, IL	03/04/2022	08/26/2022
FETCH REWARDS INC	MACHINE LEARNING ENGINEER	120000.0	BETHESDA, MD	04/12/2022	10/01/2022
THELOOPSAI INC	MACHINE LEARNING ENGINEER	120000.0	SAN JOSE, CA	04/13/2022	10/01/2022
PB TECH & ADVISORY LLC	MACHINE LEARNING ENGINEER	120000.0	DENVER, CO	04/18/2022	10/01/2022
QEEXO CO	MACHINE LEARNING ENGINEER	120000.0	PITTSBURGH, PA	04/22/2022	10/01/2022
PB TECH & ADVISORY LLC	MACHINE LEARNING ENGINEER	120000.0	DENVER, CO	05/03/2022	10/01/2022
PRESCIENT DEVICES INC	MACHINE LEARNING ENGINEER	120000.0	CONCORD, MA	05/04/2022	10/01/2022
TRUVETA INC	MACHINE LEARNING ENGINEER	120000.0	BELLEVUE, WA	05/25/2022	10/01/2022
EXEL INC	MACHINE LEARNING ENGINEER	120000.0	WESTERVILLE, OH	06/08/2022	06/23/2022
BIG BEAR LABS INC	MACHINE LEARNING ENGINEER	120000.0	BOSTON, MA	06/09/2022	10/01/2022
RETECH LABS INC	MACHINE LEARNING ENGINEER	120000.0	SAN DIEGO, CA	06/21/2022	10/01/2022
SERVICENOW INC	MACHINE LEARNING ENGINEER	120578.0	SANTA CLARA, CA	03/01/2021	08/03/2021
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	120578.0	SANTA CLARA, CA	04/01/2021	10/01/2021
ARMORBLOX INC	MACHINE LEARNING ENGINEER	120931.0	BERKELEY, CA	06/04/2021	10/01/2021
DATAGRID SYSTEMS INC	MACHINE LEARNING ENGINEER	120931.0	REDWOOD CITY, CA	06/09/2021	10/01/2021
LOGMEIN USA INC	MACHINE LEARNING ENGINEER	120931.0	OAKLAND, CA	09/22/2020	10/01/2020
ARMORBLOX INC	MACHINE LEARNING ENGINEER	120931.0	BERKELEY, CA	06/04/2021	10/01/2021
DAWNLIGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	121000.0	PALO ALTO, CA	03/29/2021	09/28/2021
PERSONALIZED BEAUTY DISCOVERY INC	MACHINE LEARNING ENGINEER	121077.0	SAN MATEO, CA	02/05/2019	08/04/2019
HIBERCELL INC	MACHINE LEARNING ENGINEER	121200.0	BOSTON, MA	01/14/2022	01/19/2022
ZOCDOC INC	MACHINE LEARNING ENGINEER	121306.0	NEW YORK, NY	03/06/2018	08/27/2018
AURIS HEALTH INC	MACHINE LEARNING ENGINEER	121400.0	REDWOOD CITY, CA	10/07/2020	11/02/2020
AURIS HEALTH INC	MACHINE LEARNING ENGINEER	121400.0	REDWOOD CITY, CA	10/07/2020	11/02/2020
GROUPON INC	MACHINE LEARNING ENGINEER	121400.0	CHICAGO, IL	05/28/2021	10/01/2021
GROUPON INC	MACHINE LEARNING ENGINEER	121400.0	CHICAGO, IL	05/28/2021	10/01/2021
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	121451.0	HILLSBORO, OR	11/30/2020	12/15/2020
JDCOM AMERICAN TECHNOLOGIES CORPORATION	MACHINE LEARNING ENGINEER	121572.0	SANTA CLARA, CA	02/28/2018	08/25/2018
RAD AI INC	MACHINE LEARNING ENGINEER	121732.0	SAN FRANCISCO, CA	07/26/2022	08/01/2022
AMAZONCOM SERVICES LLC	MACHINE LEARNING ENGINEER	121763.0	SAN FRANCISCO, CA	08/03/2021	08/04/2021
STRIPE INC	MACHINE LEARNING ENGINEER	121763.0	SAN FRANCISCO, CA	08/06/2021	08/16/2021
ABNORMAL SECURITY CORPORATION	MACHINE LEARNING ENGINEER	121763.0	SAN FRANCISCO, CA	11/30/2021	01/10/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	121800.0	SEATTLE, WA	02/18/2021	08/19/2021
ARTERYS INC	MACHINE LEARNING ENGINEER	122000.0	SAN FRANCISCO, CA	09/14/2021	01/01/2022
ARTERYS INC	MACHINE LEARNING ENGINEER	122000.0	SAN FRANCISCO, CA	09/14/2021	01/01/2022
SKYLYTE INC	MACHINE LEARNING ENGINEER	122000.0	NEW YORK, NY	04/07/2022	10/01/2022
VIVANTE CORPORATION	MACHINE LEARNING ENGINEER	122072.0	SAN JOSE, CA	09/02/2020	02/20/2021
MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA INC	MACHINE LEARNING ENGINEER	122158.0	SUNNYVALE, CA	03/02/2018	07/01/2018
MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA INC	MACHINE LEARNING ENGINEER	122158.0	SUNNYVALE, CA	02/27/2018	07/01/2018
MERCARI INC	MACHINE LEARNING ENGINEER	122408.0	PALO ALTO, CA	03/04/2020	09/02/2020
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122687.0	SAN DIEGO, CA	11/19/2020	11/24/2020
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122687.0	SAN DIEGO, CA	11/19/2020	11/24/2020
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SAN DIEGO, CA	09/09/2022	09/12/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SAN DIEGO, CA	09/09/2022	09/12/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SAN DIEGO, CA	01/24/2022	07/05/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SAN DIEGO, CA	03/09/2022	08/11/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SAN DIEGO, CA	03/20/2022	08/11/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SACRAMENTO, CA	03/23/2022	08/11/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SAN DIEGO, CA	03/24/2022	08/11/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	SAN DIEGO, CA	04/09/2022	08/11/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	122800.0	LA JOLLA, CA	04/12/2022	08/11/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	122824.0	SAN FRANCISCO, CA	03/12/2018	09/08/2018
PINTEREST INC	MACHINE LEARNING ENGINEER	122824.0	SAN FRANCISCO, CA	03/12/2018	09/08/2018
GLODON USA SOFTWARE TECHNOLOGY COMPANY INC	MACHINE LEARNING ENGINEER	123000.0	SUNNYVALE, CA	04/02/2020	04/29/2020
IPSOS PUBLIC AFFAIRS LLC	MACHINE LEARNING ENGINEER	123000.0	NEW YORK, NY	02/13/2020	08/14/2020
TRUVALUE LABS INC	MACHINE LEARNING ENGINEER	123000.0	SAN FRANCISCO, CA	03/20/2018	04/09/2018
WEST VIRGINIA UNIVERSITY HOSPITALS INC	MACHINE LEARNING ENGINEER	123115.0	MORGANTOWN, WV	02/10/2022	03/07/2022
APPHARVEST OPERATIONS INC	MACHINE LEARNING ENGINEER	123199.0	WOBURN, MA	09/01/2021	09/10/2021
PHYN LLC	MACHINE LEARNING ENGINEER	123538.0	TORRANCE, CA	09/30/2019	10/11/2019
COMCAST CABLE COMMUNICATIONS LLC	MACHINE LEARNING ENGINEER	123614.0	NEW YORK, NY	01/19/2022	02/21/2022
COMCAST CABLE COMMUNICATIONS LLC	MACHINE LEARNING ENGINEER	123614.0	NEW YORK, NY	02/08/2022	03/07/2022
SUPPORTLOGIC INC	MACHINE LEARNING ENGINEER	123614.0	JERSEY CITY, NJ	05/04/2022	05/09/2022
VOXELCLOUD INC	MACHINE LEARNING ENGINEER	123750.0	LOS ANGELES, CA	06/02/2020	09/25/2020
MARITZ CONSULTING GROUP	MACHINE LEARNING ENGINEER	123760.0	FRISCO, TX	09/14/2022	09/22/2022
GLASSDOOR INC	MACHINE LEARNING ENGINEER	124000.0	SEATTLE, WA	03/09/2021	08/26/2021
GLASSDOOR INC	MACHINE LEARNING ENGINEER	124000.0	MILL VALLEY, CA	03/09/2021	09/01/2021
GLASSDOOR INC	MACHINE LEARNING ENGINEER	124000.0	SEATTLE, WA	03/09/2021	08/26/2021
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	124280.0	BELLEVUE, WA	02/03/2020	08/01/2020
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	124280.0	BELLEVUE, WA	02/12/2020	08/13/2020
EXPEDIA INC	MACHINE LEARNING ENGINEER	124280.0	BELLEVUE, WA	09/17/2019	09/24/2019
SCHLUMBERGER TECHNOLOGY CORPORATION	MACHINE LEARNING ENGINEER	124393.0	HOUSTON, TX	02/18/2020	02/18/2020
MCKINSEY & COMPANY INC UNITED STATES	MACHINE LEARNING ENGINEER	124500.0	WALTHAM, MA	08/08/2022	09/23/2022
STRIPE INC	MACHINE LEARNING ENGINEER	124699.0	SAN JOSE, CA	05/17/2021	06/12/2021
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	125000.0	BEAVERTON, OR	11/30/2020	12/15/2020
ADVANCE MAGAZINE PUBLISHERS INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	11/20/2020	01/25/2021
NOBLE ARTIFICIAL INTELLIGENCE INC	MACHINE LEARNING ENGINEER	125000.0	SAN FRANCISCO, CA	04/29/2021	10/01/2021
WORKFUSION INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	05/07/2021	05/18/2021
ADVANCE MAGAZINE PUBLISHERS INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	05/10/2021	10/01/2021
JAMES R GLIDEWELL DENTAL CERAMICS INC	MACHINE LEARNING ENGINEER	125000.0	IRVINE, CA	05/21/2021	10/01/2021
IQVIA INC	MACHINE LEARNING ENGINEER	125000.0	PLYMOUTH MEETING, PA	03/04/2021	08/15/2021
ELISE AI TECHNOLOGIES CORP	MACHINE LEARNING ENGINEER	125000.0	LONG ISLAND CITY, NY	02/07/2020	07/30/2020
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	125000.0	CAMBRIDGE, MA	03/01/2019	08/01/2019
LANDINGAI (US) CORP	MACHINE LEARNING ENGINEER	125000.0	PALO ALTO, CA	03/01/2019	08/31/2019
ROAM ANALYTICS INC	MACHINE LEARNING ENGINEER	125000.0	SAN MATEO, CA	03/18/2019	09/11/2019
ASAPP INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	03/07/2017	09/05/2017
TRIFACTA INC	MACHINE LEARNING ENGINEER	125000.0	SAN FRANCISCO, CA	03/10/2019	09/06/2019
VERISIM LIFE INC	MACHINE LEARNING ENGINEER	125000.0	SAN FRANCISCO, CA	03/11/2020	09/01/2020
ADVANCE MAGAZINE PUBLISHERS INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	04/12/2021	10/01/2021
GORGIAS INC	MACHINE LEARNING ENGINEER	125000.0	SAN FRANCISCO, CA	03/15/2019	09/11/2019
EBATES PERFORMANCE MARKETING INC	MACHINE LEARNING ENGINEER	125000.0	SALT LAKE CITY, UT	03/30/2021	05/01/2021
SQUARE INC	MACHINE LEARNING ENGINEER	125000.0	SAN FRANCISCO, CA	03/16/2020	09/15/2020
HYPER LABS INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	02/08/2017	08/10/2017
ALECTIO INC	MACHINE LEARNING ENGINEER	125000.0	SANTA CLARA, CA	05/20/2020	10/01/2020
GRACENOTE INC (A NIELSEN COMPANY)	MACHINE LEARNING ENGINEER	125000.0	UNION CITY, CA	06/01/2020	10/01/2020
DIA STYLING INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	03/02/2018	09/01/2018
RAKUTEN USA INC	MACHINE LEARNING ENGINEER	125000.0	MIDVALE, UT	07/25/2019	08/05/2019
MANIFOLD INC	MACHINE LEARNING ENGINEER	125000.0	OAKLAND, CA	03/06/2019	09/03/2019
HYPER LABS INC	MACHINE LEARNING ENGINEER	125000.0	NEW YORK, NY	02/08/2019	08/08/2019
E LA CARTE INC	MACHINE LEARNING ENGINEER	125000.0	SUNNYVALE, CA	08/12/2020	08/19/2020
MITCHELL/MARTIN INC	MACHINE LEARNING ENGINEER	125000.0	JERSEY CITY, NJ	08/27/2020	10/01/2020
OVERSTOCKCOM INC	MACHINE LEARNING ENGINEER	125000.0	MIDVALE, UT	01/27/2022	01/31/2022
QUANTIPHI INC	MACHINE LEARNING ENGINEER	125000.0	CHAMPAIGN, IL	03/01/2022	03/21/2022
ROADIE INC D/B/A ROADIE	MACHINE LEARNING ENGINEER	125000.0	SEATTLE, WA	04/19/2022	04/26/2022
FRAYM INC	MACHINE LEARNING ENGINEER	125000.0	ARLINGTON, VA	04/27/2022	10/01/2022
KLAVIYO INC	MACHINE LEARNING ENGINEER	125000.0	BOSTON, MA	05/03/2022	10/01/2022
365 RETAIL MARKETS LLC	MACHINE LEARNING ENGINEER	125000.0	CAMPBELL, CA	05/06/2022	10/01/2022
CYTOVERIS INC	MACHINE LEARNING ENGINEER	125000.0	FARMINGTON, CT	05/06/2022	06/01/2022
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	125000.0	CAMBRIDGE, MA	06/20/2022	10/01/2022
STRIPE INC	MACHINE LEARNING ENGINEER	125215.0	SAN FRANCISCO, CA	11/11/2020	12/28/2020
PREDIBASE INC	MACHINE LEARNING ENGINEER	125362.0	SAN FRANCISCO, CA	03/11/2022	09/10/2022
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	125424.0	HILLSBORO, OR	01/13/2021	01/20/2021
CAPTION HEALTH INC	MACHINE LEARNING ENGINEER	125798.0	MAPLE GROVE, MN	01/10/2022	02/14/2022
VERDIGRIS TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	126000.0	MOUNTAIN VIEW, CA	03/14/2018	09/12/2018
SONY INTERACTIVE ENTERTAINMENT LLC	MACHINE LEARNING ENGINEER	126369.0	SAN MATEO, CA	02/04/2020	08/01/2020
BYTON NORTH AMERICA CORPORATION	MACHINE LEARNING ENGINEER	127000.0	SANTA CLARA, CA	02/12/2019	08/13/2019
EXPEDIA INC	MACHINE LEARNING ENGINEER	127323.0	SEATTLE, WA	08/23/2021	08/30/2021
CHARTBOOST INC	MACHINE LEARNING ENGINEER	127500.0	SAN FRANCISCO, CA	12/15/2016	01/13/2017
METROPOLIS TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	127774.0	VENICE, CA	11/09/2020	11/16/2020
ZILLOW INC	MACHINE LEARNING ENGINEER	127800.0	SEATTLE, WA	02/20/2019	08/20/2019
BOSCH SECURITY SYSTEMS INC	MACHINE LEARNING ENGINEER	128000.0	PITTSBURGH, PA	03/09/2021	08/26/2021
EBATES PERFORMANCE MARKETING INC	MACHINE LEARNING ENGINEER	128750.0	MIDVALE, UT	04/13/2021	05/01/2021
GLASSDOOR INC	MACHINE LEARNING ENGINEER	129300.0	AUSTIN, TX	01/06/2022	01/13/2022
GLASSDOOR INC	MACHINE LEARNING ENGINEER	129300.0	UNION CITY, CA	02/17/2022	08/13/2022
JDCOM AMERICAN TECHNOLOGIES CORPORATION	MACHINE LEARNING ENGINEER	129600.0	SANTA CLARA, CA	02/27/2018	08/24/2018
ADOBE SYSTEMS INCORPORATED	MACHINE LEARNING ENGINEER	129600.0	SAN JOSE, CA	07/08/2015	07/20/2015
GOKE US RESEARCH LABORATORY	MACHINE LEARNING ENGINEER	129870.0	SANTA CLARA, CA	06/21/2022	07/14/2022
OUTREACH CORPORATION	MACHINE LEARNING ENGINEER	130000.0	SEATTLE, WA	08/05/2022	10/01/2022
ROIVANT SCIENCES INC	MACHINE LEARNING ENGINEER	130000.0	NEW YORK, NY	12/17/2020	01/01/2021
INNOVASEA SYSTEMS INC	MACHINE LEARNING ENGINEER	130000.0	BOSTON, MA	03/20/2020	09/11/2020
BYTEDANCE INC	MACHINE LEARNING ENGINEER	130000.0	MOUNTAIN VIEW, CA	05/07/2021	10/01/2021
BYTEDANCE INC	MACHINE LEARNING ENGINEER	130000.0	MOUNTAIN VIEW, CA	05/07/2021	10/01/2021
SAMSUNG SEMICONDUCTOR INC	MACHINE LEARNING ENGINEER	130000.0	SAN JOSE, CA	02/09/2018	08/05/2018
LINC GLOBAL INC	MACHINE LEARNING ENGINEER	130000.0	SUNNYVALE, CA	08/15/2018	08/20/2018
RAZOR INC	MACHINE LEARNING ENGINEER	130000.0	BROOKLYN, NY	05/26/2021	10/01/2021
BAIDU USA LLC	MACHINE LEARNING ENGINEER	130000.0	SUNNYVALE, CA	02/24/2017	08/17/2017
DIFFBOT TECHNOLOGIES CORP	MACHINE LEARNING ENGINEER	130000.0	MOUNTAIN VIEW, CA	03/08/2019	09/07/2019
INNOVASEA SYSTEMS INC	MACHINE LEARNING ENGINEER	130000.0	BOSTON, MA	03/14/2019	09/10/2019
LINC GLOBAL INC	MACHINE LEARNING ENGINEER	130000.0	SUNNYVALE, CA	01/14/2019	05/06/2019
AUTODESK INC	MACHINE LEARNING ENGINEER	130000.0	SAN FRANCISCO, CA	02/27/2020	08/14/2020
HYPER LABS INC	MACHINE LEARNING ENGINEER	130000.0	NEW YORK, NY	03/03/2020	09/02/2020
SUNING COMMERCE R&D CENTER USA INC	MACHINE LEARNING ENGINEER	130000.0	PALO ALTO, CA	03/05/2018	08/13/2018
FETCH REWARDS INC	MACHINE LEARNING ENGINEER	130000.0	PLANO, TX	09/07/2021	09/07/2021
CLASSPASS INC	MACHINE LEARNING ENGINEER	130000.0	ALLEN, TX	01/21/2021	01/29/2021
FLYHIGH GROUP INC	MACHINE LEARNING ENGINEER	130000.0	SANTA CLARA, CA	01/21/2021	01/28/2021
GLOBUS MEDICAL INC	MACHINE LEARNING ENGINEER	130000.0	METHUEN, MA	09/13/2021	10/04/2021
LINC GLOBAL INC	MACHINE LEARNING ENGINEER	130000.0	SUNNYVALE, CA	02/21/2018	07/20/2018
ENOVANT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	130000.0	CAMBRIDGE, MA	08/07/2019	08/15/2019
HAPPY ALGORITHM INC	MACHINE LEARNING ENGINEER	130000.0	SAN FRANCISCO, CA	02/13/2019	02/20/2019
LANDINGAI (US) CORP	MACHINE LEARNING ENGINEER	130000.0	PALO ALTO, CA	09/27/2018	10/08/2018
LANDINGAI (US) CORP	MACHINE LEARNING ENGINEER	130000.0	PALO ALTO, CA	09/27/2018	10/15/2018
CLEAR STREET MANAGEMENT LLC	MACHINE LEARNING ENGINEER	130000.0	NEW YORK, NY	08/11/2020	08/24/2020
EVERNORTH ENTERPRISE SERVICES INC	MACHINE LEARNING ENGINEER	130000.0	AUSTIN, TX	04/05/2022	06/20/2022
OUTREACH CORPORATION	MACHINE LEARNING ENGINEER	130000.0	BOSTON, MA	04/28/2022	10/01/2022
MICHAELS STORES INC	MACHINE LEARNING ENGINEER	130000.0	IRVING, TX	05/04/2022	10/01/2022
CHERISH HEALTH INC	MACHINE LEARNING ENGINEER	130000.0	CAMBRIDGE, MA	05/16/2022	10/01/2022
OUTREACH CORPORATION	MACHINE LEARNING ENGINEER	130000.0	BOSTON, MA	05/31/2022	10/01/2022
AUTODESK INC	MACHINE LEARNING ENGINEER	130146.0	SAN FRANCISCO, CA	03/11/2022	08/15/2022
VISUAL CONCEPTS ENTERTAINMENT	MACHINE LEARNING ENGINEER	130146.0	NOVATO, CA	06/17/2022	07/04/2022
STRIPE INC	MACHINE LEARNING ENGINEER	130894.0	SAN FRANCISCO, CA	09/01/2021	09/13/2021
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	130894.0	SANTA CLARA, CA	07/30/2021	10/01/2021
KNIGHTSCOPE INC	MACHINE LEARNING ENGINEER	130894.0	MOUNTAIN VIEW, CA	09/14/2021	10/01/2021
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	130894.0	SANTA CLARA, CA	07/30/2021	10/01/2021
SERVICENOW INC	MACHINE LEARNING ENGINEER	130894.0	SANTA CLARA, CA	02/14/2022	08/07/2022
SERVICENOW INC	MACHINE LEARNING ENGINEER	130894.0	SANTA CLARA, CA	03/08/2022	08/03/2022
VMWARE INC	MACHINE LEARNING ENGINEER	130894.0	PALO ALTO, CA	03/14/2022	09/13/2022
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	130894.0	SAN JOSE, CA	03/22/2022	09/08/2022
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	130894.0	SAN JOSE, CA	03/22/2022	09/07/2022
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	130894.0	SANTA CLARA, CA	03/28/2022	09/27/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	130894.0	SUNNYVALE, CA	06/06/2022	06/13/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	130894.0	SAN FRANCISCO, CA	06/07/2022	10/01/2022
INTUITIVE SURGICAL OPERATIONS INC	MACHINE LEARNING ENGINEER	131186.0	SUNNYVALE, CA	02/19/2020	08/05/2020
ASTRATA INC	MACHINE LEARNING ENGINEER	131590.0	PITTSBURGH, PA	08/10/2021	10/01/2021
ASTRATA INC	MACHINE LEARNING ENGINEER	131590.0	PITTSBURGH, PA	08/10/2021	10/01/2021
ASTRATA INC	MACHINE LEARNING ENGINEER	131590.0	PITTSBURGH, PA	08/10/2021	10/01/2021
WORKDAY INC	MACHINE LEARNING ENGINEER	131700.0	SAN FRANCISCO, CA	02/11/2019	08/05/2019
MICRON TECHNOLOGY INC	MACHINE LEARNING ENGINEER	131760.0	BOISE, ID	06/14/2022	10/01/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	131997.0	PALO ALTO, CA	01/11/2019	01/16/2019
RIZIO INC	MACHINE LEARNING ENGINEER	131997.0	MOUNTAIN VIEW, CA	03/11/2019	09/10/2019
RIZIO INC	MACHINE LEARNING ENGINEER	131997.0	MOUNTAIN VIEW, CA	03/11/2019	09/10/2019
BRAIN TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	132000.0	SAN MATEO, CA	04/19/2019	04/19/2019
ARTERYS INC	MACHINE LEARNING ENGINEER	132000.0	SAN FRANCISCO, CA	10/13/2021	10/13/2021
OMNISCIENCE CORPORATION	MACHINE LEARNING ENGINEER	132000.0	PALO ALTO, CA	01/31/2022	02/01/2022
SCHLUMBERGER TECHNOLOGY CORPORATION	MACHINE LEARNING ENGINEER	132002.0	MENLO PARK, CA	02/27/2021	03/08/2021
INSTRUMENTAL INC	MACHINE LEARNING ENGINEER	132184.0	PALO ALTO, CA	03/21/2019	09/20/2019
SPIRE GLOBAL SUBSIDIARY INC	MACHINE LEARNING ENGINEER	132413.0	BOULDER, CO	04/01/2022	10/01/2022
SPIRE GLOBAL INC	MACHINE LEARNING ENGINEER	132413.0	BOULDER, CO	04/19/2022	10/01/2022
THE NIELSEN COMPANY (US) LLC	MACHINE LEARNING ENGINEER	133000.0	REDWOOD CITY, CA	06/29/2022	10/14/2022
LANDING AI (US) CORP	MACHINE LEARNING ENGINEER	133000.0	PALO ALTO, CA	06/21/2019	07/01/2019
PRECISION HEALTH INTELLIGENCE LLC	MACHINE LEARNING ENGINEER	134000.0	HARRISON, NJ	05/12/2022	09/11/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	134098.0	SEATTLE, WA	02/17/2021	08/18/2021
OVERSTOCKCOM INC	MACHINE LEARNING ENGINEER	134350.0	MIDVALE, UT	09/20/2018	09/26/2018
BMW OF NORTH AMERICA LLC	MACHINE LEARNING ENGINEER	134400.0	MOUNTAIN VIEW, CA	02/14/2018	08/15/2018
PALO ALTO NETWORKS INC	MACHINE LEARNING ENGINEER	134534.0	SANTA CLARA, CA	05/16/2022	10/01/2022
PUNCHH INC	MACHINE LEARNING ENGINEER	134550.0	SAN MATEO, CA	04/20/2022	10/01/2022
SQUARE INC	MACHINE LEARNING ENGINEER	134700.0	REDWOOD CITY, CA	03/18/2020	09/17/2020
IVANTI INC	MACHINE LEARNING ENGINEER	135000.0	MOUNT PROSPECT, IL	06/28/2022	07/18/2022
BICTOP INC	MACHINE LEARNING ENGINEER	135000.0	CAMBRIDGE, MA	12/10/2020	12/21/2020
DIMENSIONALMECHANICS INC	MACHINE LEARNING ENGINEER	135000.0	BELLEVUE, WA	03/22/2018	09/18/2018
HIRED INC	MACHINE LEARNING ENGINEER	135000.0	SAN FRANCISCO, CA	03/16/2015	03/23/2015
SLICE TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	135000.0	SAN MATEO, CA	04/08/2016	05/09/2016
PRIMER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	135000.0	SAN FRANCISCO, CA	03/18/2017	09/17/2017
DIMENSIONALMECHANICS INC	MACHINE LEARNING ENGINEER	135000.0	BELLEVUE, WA	04/13/2020	10/01/2020
QEEXO CO	MACHINE LEARNING ENGINEER	135000.0	MOUNTAIN VIEW, CA	04/04/2017	04/24/2017
ELISE AI TECHNOLOGIES CORP	MACHINE LEARNING ENGINEER	135000.0	LONG ISLAND CITY, NY	01/27/2020	07/25/2020
MOVE INC	MACHINE LEARNING ENGINEER	135000.0	SANTA CLARA, CA	02/21/2020	08/21/2020
CURBSIDE INC	MACHINE LEARNING ENGINEER	135000.0	SAN MATEO, CA	03/11/2019	09/10/2019
MOVE INC	MACHINE LEARNING ENGINEER	135000.0	SANTA CLARA, CA	03/20/2019	08/15/2019
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	135000.0	CAMBRIDGE, MA	03/15/2019	09/01/2019
INSITRO INC	MACHINE LEARNING ENGINEER	135000.0	SOUTH SAN FRANCISCO, CA	03/21/2019	09/18/2019
INSITRO INC	MACHINE LEARNING ENGINEER	135000.0	SOUTH SAN FRANCISCO, CA	03/23/2019	09/18/2019
ZILLOW INC	MACHINE LEARNING ENGINEER	135000.0	SEATTLE, WA	03/05/2020	08/21/2020
PRIMER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	135000.0	SAN FRANCISCO, CA	03/19/2018	09/02/2018
WAL-MART ASSOCIATES INC	MACHINE LEARNING ENGINEER	135000.0	HOBOKEN, NJ	09/20/2019	10/11/2019
DIMENSIONALMECHANICS INC	MACHINE LEARNING ENGINEER	135000.0	BELLEVUE, WA	03/15/2019	09/14/2019
ANAPLAN INC	MACHINE LEARNING ENGINEER	135000.0	SAN FRANCISCO, CA	02/05/2019	08/07/2019
SWOOPCOM INC	MACHINE LEARNING ENGINEER	135000.0	CAMBRIDGE, MA	07/03/2019	07/17/2019
KEEP TRUCKIN INC	MACHINE LEARNING ENGINEER	135000.0	SAN FRANCISCO, CA	03/05/2019	09/01/2019
WAYFAIR LLC	MACHINE LEARNING ENGINEER	135000.0	BOSTON, MA	03/05/2019	03/15/2019
CONSUMER EDGE INSIGHT LLC	MACHINE LEARNING ENGINEER	135000.0	NEW YORK, NY	07/31/2019	08/12/2019
MATTERPORT INC	MACHINE LEARNING ENGINEER	135000.0	WEST LAFAYETTE, IN	01/31/2022	02/07/2022
AFFIRM INC	MACHINE LEARNING ENGINEER	135000.0	SAN FRANCISCO, CA	02/24/2022	08/02/2022
VARIAN MEDICAL SYSTEMS INC	MACHINE LEARNING ENGINEER	135000.0	PALO ALTO, CA	03/09/2022	09/08/2022
VARIAN MEDICAL SYSTEMS INC	MACHINE LEARNING ENGINEER	135000.0	PALO ALTO, CA	03/09/2022	09/08/2022
THE PRUDENTIAL INSURANCE COMPANY OF AMERICA	MACHINE LEARNING ENGINEER	135000.0	NEWARK, NJ	04/28/2022	05/10/2022
